Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type
14,"SA Wich, ER Vogel, MD Larsen, G Fredriksson…","Forest fruit production is higher on Sumatra than on Borneo",2011,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=16941211281695570048&as_sdt=5,30&sciodt=0,30&hl=en&num=20",398,2013-04-26,"HTML"
14,"E Puill-Stephan, BL Willis, L van Herwerden…","Chimerism in wild adult populations of the broadcast spawning coral Acropora millepora on the Great Barrier Reef",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=17917479766352122132&as_sdt=5,30&sciodt=0,30&hl=en&num=20",447,2013-04-26,"HTML"
14,"HC Evans, SL Elliot, DP Hughes","Hidden diversity behind the zombie-ant fungus Ophiocordyceps unilateralis: four new species described from carpenter ants in Minas Gerais, Brazil",2011,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=15454539347445637039&as_sdt=5,30&sciodt=0,30&hl=en&num=20",452,2013-04-26,"HTML"
14,"HF Santos, JC Cury, FL Carmo, AS Rosado…","18S rDNA sequences from microeukaryotes reveal oil indicators in mangrove sediment",2010,"Plos One","dx.plos.org","","http://scholar.google.com/scholar?cites=10464541835485862101&as_sdt=5,30&sciodt=0,30&hl=en&num=20",465,2013-04-26,"HTML"
14,"A Mennerat, P Perret, MM Lambrechts","Local individual preferences for nest materials in a passerine bird",2009,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=9935033609092743258&as_sdt=5,30&sciodt=0,30&hl=en&num=20",508,2013-04-26,"HTML"
14,"C Palacios, E Zettler, R Amils, L Amaral-Zettler","Contrasting microbial community assembly hypotheses: a reconciling tale from the Rio Tinto",2008,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=401457592691803020&as_sdt=5,30&sciodt=0,30&hl=en&num=20",568,2013-04-26,"HTML"
14,"L Mandle, DL Warren, MH Hoffmann, AT Peterson…","Conclusions about niche expansion in introduced Impatiens walleriana populations depend on method of analysis",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=11416805129175141424&as_sdt=5,30&sciodt=0,30&hl=en&num=20",607,2013-04-26,"HTML"
14,"F Barragán, CE Moreno, F Escobar, G Halffter…","Negative impacts of human land use on dung beetle functional diversity",2011,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=13710665038340845216&as_sdt=5,30&sciodt=0,30&hl=en&num=20",639,2013-04-26,"HTML"
14,"L Zinger, DPH Lejon, F Baptist, A Bouasria, S Aubert…","Contrasting diversity patterns of crenarchaeal, bacterial and fungal soil communities in an alpine landscape",2011,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=10937252465027480764&as_sdt=5,30&sciodt=0,30&hl=en&num=20",696,2013-04-26,"HTML"
14,"DM Paterson, RJ Aspden, PT Visscher, M Consalvey…","Light-dependant biostabilisation of sediments by stromatolite assemblages",2008,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=12108798255186642077&as_sdt=5,30&sciodt=0,30&hl=en&num=20",759,2013-04-26,"HTML"
14,"V Cepeda-Cornejo, R Dirzo","Sex-related differences in reproductive allocation, growth, defense and herbivory in three dioecious neotropical palms",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=7351510359142244242&as_sdt=5,30&sciodt=0,30&hl=en&num=20",794,2013-04-26,"HTML"
14,"A Spor, S Wang, C Dillmann, D de Vienne, D Sicard","“Ant” and “Grasshopper” Life-History Strategies in Saccharomyces cerevisiae",2008,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=10194562612588591163&as_sdt=5,30&sciodt=0,30&hl=en&num=20",827,2013-04-26,"HTML"
14,"K Saikkonen, PR Wäli, M Helander","Genetic compatibility determines endophyte-grass combinations",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=7250740982945287007&as_sdt=5,30&sciodt=0,30&hl=en&num=20",903,2013-04-26,"HTML"
13,"S Guyader, CL Burch","Optimal foraging predicts the ecology but not the evolution of host specialization in bacteriophages",2008,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=2733546308852943749&as_sdt=5,30&sciodt=0,30&hl=en&num=20",12,2013-04-26,"HTML"
13,"W Arnold, T Ruf, F Frey-Roos, U Bruns","Diet-independent remodeling of cellular membranes precedes seasonally changing body temperature in a hibernator",2011,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=4846649931928842417&as_sdt=5,30&sciodt=0,30&hl=en&num=20",73,2013-04-26,"HTML"
13,"CMM Mols, ME Visser","Great tits (Parus major) reduce caterpillar damage in commercial apple orchards",2007,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=3497050740106461524&as_sdt=5,30&sciodt=0,30&hl=en&num=20",141,2013-04-26,"HTML"
13,"T van der Heide, EH van Nes, MM van Katwijk, H Olff…","Positive feedbacks in seagrass ecosystems–Evidence from large-scale empirical data",2011,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=5240195600966338863&as_sdt=5,30&sciodt=0,30&hl=en&num=20",206,2013-04-26,"HTML"
13,"SRX Dall, J Wright","Rich pickings near large communal roosts favor 'gang'foraging by juvenile common ravens, Corvus corax",2009,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=14987912469814963156&as_sdt=5,30&sciodt=0,30&hl=en&num=20",240,2013-04-26,"HTML"
13,"PW Collins, BC Latta, GW Roemer","Does the order of invasive species removal matter? The case of the eagle and the pig",2009,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=13174731420429316972&as_sdt=5,30&sciodt=0,30&hl=en&num=20",241,2013-04-26,"HTML"
13,"GJ Hather, W Haynes, R Higdon, N Kolker, EA Stewart…","The United States of America and scientific research",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=3139528203109279385&as_sdt=5,30&sciodt=0,30&hl=en&num=20",254,2013-04-26,"HTML"
13,"J Nabe-Nielsen, RM Sibly, MC Forchhammer…","The effects of landscape modifications on the long-term persistence of animal populations",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=5716789843392722964&as_sdt=5,30&sciodt=0,30&hl=en&num=20",270,2013-04-26,"HTML"
13,"R Stoks, M De Block","Rapid growth reduces cold resistance: evidence from latitudinal variation in growth rate, cold resistance and stress proteins",2011,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=2748910314160263643&as_sdt=5,30&sciodt=0,30&hl=en&num=20",321,2013-04-26,"HTML"
13,"L McLeod, DJ Marshall","Do genetic diversity effects drive the benefits associated with multiple mating? A test in a marine invertebrate",2009,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=2754918937565632435&as_sdt=5,30&sciodt=0,30&hl=en&num=20",323,2013-04-26,"HTML"
13,"S Caesar, M Karlsson, A Forsman","Diversity and relatedness enhance survival in colour polymorphic grasshoppers",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=8281838009789493837&as_sdt=5,30&sciodt=0,30&hl=en&num=20",339,2013-04-26,"HTML"
13,"DKN Dechmann, B Kranstauber, D Gibbs, M Wikelski","Group Hunting—A Reason for Sociality in Molossid Bats?",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=6940829188603177317&as_sdt=5,30&sciodt=0,30&hl=en&num=20",366,2013-04-26,"HTML"
13,"C Paul-Victor, LA Turnbull","The effect of growth conditions on the seed size/number trade-off",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=6838602468687445574&as_sdt=5,30&sciodt=0,30&hl=en&num=20",385,2013-04-26,"HTML"
13,"RM Suryan, DJ Anderson, SA Shaffer, DD Roby…","Wind, waves, and wing loading: morphological specialization may limit range expansion of endangered albatrosses",2008,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=15607254513155195248&as_sdt=5,30&sciodt=0,30&hl=en&num=20",440,2013-04-26,"HTML"
13,"M Björklund, E Ranta, V Kaitala, LA Bach, P Lundberg…","Quantitative trait evolution and environmental change",2009,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=13178188326117820513&as_sdt=5,30&sciodt=0,30&hl=en&num=20",453,2013-04-26,"HTML"
13,"SK Wilson, M Depczynski, R Fisher, TH Holmes…","Habitat associations of juvenile fish at Ningaloo Reef, Western Australia: the importance of coral and algae",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=9846180561809716254&as_sdt=5,30&sciodt=0,30&hl=en&num=20",475,2013-04-26,"HTML"
13,"J Krauss, I Gallenberger, I Steffan-Dewenter","Decreased functional diversity and biological pest control in conventional compared to organic crop fields",2011,"Plos one","dx.plos.org","","http://scholar.google.com/scholar?cites=14739973016134721388&as_sdt=5,30&sciodt=0,30&hl=en&num=20",477,2013-04-26,"HTML"
13,"SB Menke, W Booth, RR Dunn, C Schal, EL Vargo…","Is it easy to be urban? Convergent success in urban habitats among lineages of a widespread native ant",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=10704285980192966914&as_sdt=5,30&sciodt=0,30&hl=en&num=20",543,2013-04-26,"HTML"
13,"SM Maxwell, GA Breed, BA Nickel…","Using satellite tracking to optimize protection of long-lived marine species: olive ridley sea turtle conservation in central Africa",2011,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=9948962436516847314&as_sdt=5,30&sciodt=0,30&hl=en&num=20",625,2013-04-26,"HTML"
13,"B Matthews, LJ Harmon, L M'Gonigle, KB Marchinko…","Sympatric and allopatric divergence of MHC genes in threespine stickleback",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=17986707889563129699&as_sdt=5,30&sciodt=0,30&hl=en&num=20",651,2013-04-26,"HTML"
13,"TN Badaeva, DN Malysheva, VI Korchagin, AP Ryskov","Genetic variation and de novo mutations in the parthenogenetic Caucasian rock lizard Darevskia unisexualis",2008,"PloS One","dx.plos.org","","http://scholar.google.com/scholar?cites=892627561008613080&as_sdt=5,30&sciodt=0,30&hl=en&num=20",693,2013-04-26,"HTML"
13,"I Laporte, TB Muhly, JA Pitt, M Alexander, M Musiani","Effects of wolves on elk and cattle behaviors: implications for livestock production and wolf conservation",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=11300263764666394329&as_sdt=5,30&sciodt=0,30&hl=en&num=20",729,2013-04-26,"HTML"
13,"R Dinnage","Disturbance alters the phylogenetic composition and structure of plant communities in an old field system",2009,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=14062728926207956191&as_sdt=5,30&sciodt=0,30&hl=en&num=20",861,2013-04-26,"HTML"
13,"N Stroeymeyt, FJ Guerrieri, JS van Zweden, P d'Ettorre","Rapid decision-making with side-specific perceptual discrimination in ants",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=4695801455843376879&as_sdt=5,30&sciodt=0,30&hl=en&num=20",893,2013-04-26,"HTML"
13,"RA Zerebecki, CJB Sorte","Temperature tolerance and stress proteins as mechanisms of invasive species success",2011,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=16749971314653169128&as_sdt=5,30&sciodt=0,30&hl=en&num=20",897,2013-04-26,"HTML"
13,"U Braeckman, P Provoost, T Moens, K Soetaert…","Biological vs. physical mixing effects on benthic food web dynamics",2011,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=9664061908482734047&as_sdt=5,30&sciodt=0,30&hl=en&num=20",921,2013-04-26,"HTML"
13,"S Shokralla, X Zhou, DH Janzen, W Hallwachs…","Pyrosequencing for mini-barcoding of fresh and old museum specimens",2011,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=12093839871941619327&as_sdt=5,30&sciodt=0,30&hl=en&num=20",966,2013-04-26,"HTML"
12,"DJ Daegling, WS McGraw, PS Ungar, JD Pampush…","Hard-object feeding in sooty mangabeys (Cercocebus atys) and interpretation of early hominin feeding ecology",2011,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=12807733920257593611&as_sdt=5,30&sciodt=0,30&hl=en&num=20",15,2013-04-26,"HTML"
12,"D Johnston-Monje, MN Raizada","Conservation and diversity of seed associated endophytes in Zea across boundaries of evolution, ethnography and ecology",2011,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=11118823973228836478&as_sdt=5,30&sciodt=0,30&hl=en&num=20",17,2013-04-26,"HTML"
12,"JC Senar, AP Møller, I Ruiz, JJ Negro, J Broggi…","Specific appetite for carotenoids in a colorful bird",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=6136323312045149620&as_sdt=5,30&sciodt=0,30&hl=en&num=20",66,2013-04-26,"HTML"
12,"MM Moradian, D Beglaryan, JM Skozylas, V Kerikorian","Complete mitochondrial genome sequence of three Tetrahymena species reveals mutation hot spots and accelerated nonsynonymous substitutions in Ymf …",2007,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=12752902135816910330&as_sdt=5,30&sciodt=0,30&hl=en&num=20",75,2013-04-26,"HTML"
12,"G Orozovic, K Orozovic, J Lennerstrand, B Olsen","Detection of resistance mutations to antivirals oseltamivir and zanamivir in avian influenza a viruses isolated from wild birds",2011,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=16811865245114387795&as_sdt=5,30&sciodt=0,30&hl=en&num=20",105,2013-04-26,"HTML"
12,"N Havlioglu, J Wang, K Fushimi, MD Vibranovski…","An intronic signal for alternative splicing in the human genome",2007,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=5777175701860886369&as_sdt=5,30&sciodt=0,30&hl=en&num=20",111,2013-04-26,"HTML"
12,"JM Deng, T Li, GX Wang, J Liu, ZL Yu, CM Zhao, MF Ji…","Trade-offs between the metabolic rate and population density of plants",2008,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=200401812465830231&as_sdt=5,30&sciodt=0,30&hl=en&num=20",229,2013-04-26,"HTML"
12,"JA Fordyce","Interpreting the γ statistic in phylogenetic diversification rate studies: a rate decrease does not necessarily indicate an early burst",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=12095006524608875839&as_sdt=5,30&sciodt=0,30&hl=en&num=20",253,2013-04-26,"HTML"
12,"B Ujvari, T Madsen","Short telomeres in hatchling snakes: erythrocyte telomere dynamics and longevity in tropical pythons",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=15294304278603491096&as_sdt=5,30&sciodt=0,30&hl=en&num=20",255,2013-04-26,"HTML"
12,"PR Teske, I Papadopoulos, CD McQuaid, BK Newman…","Climate change, genetics or human choice: why were the shells of mankind's earliest ornament larger in the pleistocene than in the holocene?",2007,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=17933614190699822152&as_sdt=5,30&sciodt=0,30&hl=en&num=20",264,2013-04-26,"HTML"
12,"KA Glover, N Kanda, T Haug, LA Pastene, N Øien…","Migration of Antarctic minke whales to the Arctic",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=4562870888169586409&as_sdt=5,30&sciodt=0,30&hl=en&num=20",272,2013-04-26,"HTML"
12,"TF Duda Jr, T Lee","Ecological release and venom evolution of a predatory marine snail at Easter Island",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=5155415411597127092&as_sdt=5,30&sciodt=0,30&hl=en&num=20",306,2013-04-26,"HTML"
12,"S Muradrasoli, A Bálint, J Wahlgren, J Waldenström…","Prevalence and phylogeny of coronaviruses in wild birds from the Bering Strait area (Beringia)",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=3134606875557025855&as_sdt=5,30&sciodt=0,30&hl=en&num=20",312,2013-04-26,"HTML"
12,"M Pećarević, J Danoff-Burg, RR Dunn","Biodiversity on broadway-enigmatic diversity of the societies of ants (Formicidae) on the streets of New York City",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=9073097469905457083&as_sdt=5,30&sciodt=0,30&hl=en&num=20",314,2013-04-26,"HTML"
12,"B Thomas, JD Holland, EO Minot","Elephant (Loxodonta africana) home ranges in Sabi Sand Reserve and Kruger National Park: a five-year satellite tracking study",2008,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=14368708267538268653&as_sdt=5,30&sciodt=0,30&hl=en&num=20",315,2013-04-26,"HTML"
12,"M Genovart, N Negre, G Tavecchia, A Bistuer, L Parpal…","The young, the weak and the sick: evidence of natural selection by predation",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=6132365085525733108&as_sdt=5,30&sciodt=0,30&hl=en&num=20",317,2013-04-26,"HTML"
12,"C Lebarbenchon, SP Keeler, MA Ramakrishnan…","Viral replication, persistence in water and genetic characterization of two influenza A viruses isolated from surface lake water",2011,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=289882340601720355&as_sdt=5,30&sciodt=0,30&hl=en&num=20",394,2013-04-26,"HTML"
12,"D Bonte, A De Roissart, ML Vandegehuchte…","Local adaptation of aboveground herbivores towards plant phenotypes induced by soil biota",2010,"Plos One","dx.plos.org","","http://scholar.google.com/scholar?cites=9909328985740194006&as_sdt=5,30&sciodt=0,30&hl=en&num=20",425,2013-04-26,"HTML"
12,"S Smout, C Asseburg, J Matthiopoulos, C Fernández…","The functional response of a generalist predator",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=15650626148968880409&as_sdt=5,30&sciodt=0,30&hl=en&num=20",433,2013-04-26,"HTML"
12,"S Branco, RH Ree","Serpentine soils do not limit mycorrhizal fungal diversity",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=18093755424761115418&as_sdt=5,30&sciodt=0,30&hl=en&num=20",444,2013-04-26,"HTML"
12,"AD Irving, SD Connell, BD Russell","Restoring coastal plants to improve global carbon storage: Reaping what we sow",2011,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=15394433342131470801&as_sdt=5,30&sciodt=0,30&hl=en&num=20",445,2013-04-26,"HTML"
12,"ES Lindström, Ö Östman","The importance of dispersal for bacterial community composition and functioning",2011,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=10457887309466605403&as_sdt=5,30&sciodt=0,30&hl=en&num=20",489,2013-04-26,"HTML"
12,"T Iwamura, KA Wilson, O Venter, HP Possingham","A climatic stability approach to prioritizing global conservation investments",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=52459638930441584&as_sdt=5,30&sciodt=0,30&hl=en&num=20",520,2013-04-26,"HTML"
12,"C Geremia, PJ White, RL Wallen, FGR Watson…","Predicting bison migration out of Yellowstone National Park using Bayesian models",2011,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=15010187649456977618&as_sdt=5,30&sciodt=0,30&hl=en&num=20",601,2013-04-26,"HTML"
12,"E Meijaard, A Welsh, M Ancrenaz, S Wich, V Nijman…","Declining orangutan encounter rates from Wallace to the present suggest the species was once more abundant",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=15247819319436935122&as_sdt=5,30&sciodt=0,30&hl=en&num=20",642,2013-04-26,"HTML"
12,"KM DeAngelis, M Allgaier, Y Chavarria, JL Fortney…","Characterization of trapped lignin-degrading microbes in tropical forest soil",2011,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=1344184827351505039&as_sdt=5,30&sciodt=0,30&hl=en&num=20",671,2013-04-26,"HTML"
12,"B Konar, K Iken, JJ Cruz-Motta, L Benedetti-Cecchi…","Current patterns of macroalgal diversity and biomass in northern hemisphere rocky shores",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=6486451229979405405&as_sdt=5,30&sciodt=0,30&hl=en&num=20",719,2013-04-26,"HTML"
12,"N Lecomte, Ø Ahlstrøm, D Ehrich, E Fuglei, RA Ims…","Intrapopulation variability shaping isotope discrimination and turnover: experimental evidence in arctic foxes",2011,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=6582174219578969096&as_sdt=5,30&sciodt=0,30&hl=en&num=20",733,2013-04-26,"HTML"
12,"JL Apple, M Wink, SE Wills, JG Bishop","Successional change in phosphorus stoichiometry explains the inverse relationship between herbivory and lupin density on Mount St. Helens",2009,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=2258423705268029165&as_sdt=5,30&sciodt=0,30&hl=en&num=20",754,2013-04-26,"HTML"
12,"SM Barribeau, J Villinger, B Waldman","Major histocompatibility complex based resistance to a common bacterial pathogen of amphibians",2008,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=5953694964210525989&as_sdt=5,30&sciodt=0,30&hl=en&num=20",756,2013-04-26,"HTML"
12,"KQ Sakamoto, A Takahashi, T Iwata, PN Trathan","From the eye of the albatrosses: a bird-borne camera shows an association between albatrosses and a killer whale in the Southern Ocean",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=7584019963761141250&as_sdt=5,30&sciodt=0,30&hl=en&num=20",777,2013-04-26,"HTML"
12,"M van Wijk, PJA de Bruijn, MW Sabelis","Complex odor from plants under attack: herbivore's enemies react to the whole, not its parts",2011,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=15288951855586661055&as_sdt=5,30&sciodt=0,30&hl=en&num=20",798,2013-04-26,"HTML"
12,"CJ Klein, NC Ban, BS Halpern, M Beger, ET Game…","Prioritizing land and sea conservation investments to protect coral reefs",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=5715764574404788756&as_sdt=5,30&sciodt=0,30&hl=en&num=20",811,2013-04-26,"HTML"
12,"TF Duda, D Chang, BD Lewis, T Lee","Geographic variation in venom allelic composition and diets of the widespread predatory marine gastropod Conus ebraeus",2009,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=7472406163890866796&as_sdt=5,30&sciodt=0,30&hl=en&num=20",858,2013-04-26,"HTML"
12,"J Fernandez-Triana, MA Smith, C Boudreault, H Goulet…","A poorly known high-latitude parasitoid wasp community: unexpected diversity and dramatic changes through time",2011,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=17544905340238191547&as_sdt=5,30&sciodt=0,30&hl=en&num=20",944,2013-04-26,"HTML"
11,"GA Wolff, DSM Billett, BJ Bett, J Holtvoeth…","The effects of natural iron fertilisation on deep-sea ecology: the Crozet Plateau, Southern Indian Ocean",2011,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=4702375800480604230&as_sdt=5,30&sciodt=0,30&hl=en&num=20",13,2013-04-26,"HTML"
11,"CA Simpfendorfer, BG Yeiser, TR Wiley, GR Poulakis…","Environmental influences on the spatial ecology of juvenile smalltooth sawfish (Pristis pectinata): results from acoustic monitoring",2011,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=3687755057705118626&as_sdt=5,30&sciodt=0,30&hl=en&num=20",14,2013-04-26,"HTML"
11,"Y Liu, JY Xue, B Wang, L Li, YL Qiu","The mitochondrial genomes of the early land plants Treubia lacunosa and Anomodon rugelii: dynamic and conservative evolution",2011,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=3711916021382785643&as_sdt=5,30&sciodt=0,30&hl=en&num=20",67,2013-04-26,"HTML"
11,"MT Rincon, B Dassa, HJ Flint, AJ Travis, S Jindou…","Abundance and diversity of dockerin-containing proteins in the fiber-degrading rumen bacterium, Ruminococcus flavefaciens FD-1",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=13940924025698239309&as_sdt=5,30&sciodt=0,30&hl=en&num=20",116,2013-04-26,"HTML"
11,"A Fledel-Alon, EM Leffler, Y Guan, M Stephens…","Variation in human recombination rates and its genetic determinants",2011,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=16756932773209675554&as_sdt=5,30&sciodt=0,30&hl=en&num=20",265,2013-04-26,"HTML"
11,"B Ballentine, R Greenberg","Common garden experiment reveals genetic control of phenotypic divergence between swamp sparrow subspecies that lack divergence in neutral genotypes",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=3498066451129248348&as_sdt=5,30&sciodt=0,30&hl=en&num=20",376,2013-04-26,"HTML"
11,"C Salgado-Luarte, E Gianoli","Herbivory on temperate rainforest seedlings in sun and shade: resistance, tolerance and habitat distribution",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=4807135690784345054&as_sdt=5,30&sciodt=0,30&hl=en&num=20",472,2013-04-26,"HTML"
11,"H Kawada, K Futami, O Komagata, S Kasai, T Tomita…","Distribution of a knockdown resistance mutation (L1014S) in Anopheles gambiae ss and Anopheles arabiensis in Western and Southern Kenya",2011,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=14516365734961971541&as_sdt=5,30&sciodt=0,30&hl=en&num=20",499,2013-04-26,"HTML"
11,"R Jovani, D Serrano, E Ursúa, JL Tella","Truncated power laws reveal a link between low-level behavioral processes and grouping patterns in a colonial bird",2008,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=2454639384313352521&as_sdt=5,30&sciodt=0,30&hl=en&num=20",519,2013-04-26,"HTML"
11,"J Drescher, N Blüthgen, T Schmitt, J Bühler, H Feldhaar","Societies drifting apart? Behavioural, genetic and chemical differentiation between supercolonies in the yellow crazy ant Anoplolepis gracilipes",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=15116698773070267432&as_sdt=5,30&sciodt=0,30&hl=en&num=20",533,2013-04-26,"HTML"
11,"RA Martin, DW Pfennig","Maternal investment influences expression of resource polymorphism in amphibians: implications for the evolution of novel resource-use phenotypes",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=1940160667785468675&as_sdt=5,30&sciodt=0,30&hl=en&num=20",550,2013-04-26,"HTML"
11,"SW Kembel, JF Cahill Jr","Independent evolution of leaf and root traits within and among temperate grassland plant communities",2011,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=9117566996397151454&as_sdt=5,30&sciodt=0,30&hl=en&num=20",598,2013-04-26,"HTML"
11,"NO Verhulst, YT Qiu, H Beijleveld, C Maliepaard…","Composition of human skin microbiota affects attractiveness to malaria mosquitoes",2011,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=17947321820247423215&as_sdt=5,30&sciodt=0,30&hl=en&num=20",641,2013-04-26,"HTML"
11,"SB Scyphers, SP Powers, KL Heck, D Byron","Oyster reefs as natural breakwaters mitigate shoreline loss and facilitate fisheries",2011,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=1259521297536396492&as_sdt=5,30&sciodt=0,30&hl=en&num=20",652,2013-04-26,"HTML"
11,"PP Olea, P Mateo-Tomás, Á de Frutos","Estimating and modelling bias of the hierarchical partitioning public-domain software: implications in environmental management and conservation",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=12116310948604979371&as_sdt=5,30&sciodt=0,30&hl=en&num=20",670,2013-04-26,"HTML"
11,"A Zvuloni, R van Woesik, Y Loya","Diversity partitioning of stony corals across multiple spatial scales around Zanzibar Island, Tanzania",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=11411619415746891268&as_sdt=5,30&sciodt=0,30&hl=en&num=20",833,2013-04-26,"HTML"
11,"G Forero-Medina, J Terborgh, SJ Socolar, SL Pimm","Elevational ranges of birds on a tropical montane gradient lag behind warming temperatures",2011,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=16939141114146196561&as_sdt=5,30&sciodt=0,30&hl=en&num=20",864,2013-04-26,"HTML"
11,"CE Lovelock, RW Ruess, IC Feller","CO2 efflux from cleared mangrove peat",2011,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=13155564781120762122&as_sdt=5,30&sciodt=0,30&hl=en&num=20",941,2013-04-26,"HTML"
